ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr2_196589334_196589829	17	13	29	16	21	19
chr2_196592238_196593876	123	155	183	188	150	190
chr2_196639195_196640062	91	106	129	129	123	155
chr2_196799361_196800073	38	38	55	55	51	49
chr2_196925230_196927703	138	163	186	187	167	181
chr2_196967177_196967801	26	28	35	33	24	25
chr2_196987910_196988227	12	19	20	17	19	17
chr2_197052368_197052756	19	13	18	19	12	20
chr2_197080030_197080602	29	31	29	38	31	31
chr2_197092521_197092828	10	15	17	16	12	21
chr2_197184844_197185559	24	25	33	30	28	28
chr2_197309733_197311414	139	126	181	191	157	196
chr2_197434530_197435633	72	99	105	107	79	94
chr2_197452783_197454275	197	209	253	240	205	251
chr2_197498663_197501296	258	277	308	308	220	312
chr2_197515363_197516782	140	131	154	146	141	158
chr2_197596648_197597541	53	54	84	66	67	89
chr2_197675649_197676163	22	21	27	28	17	25
chr2_197704511_197706318	122	125	137	169	130	183
chr2_197804140_197805649	114	142	154	196	132	188
chr2_198296720_198297171	20	26	25	24	23	22
chr2_199261132_199262411	43	57	53	76	54	86
chr2_199273011_199273554	24	19	25	28	23	35
chr2_199303534_199304288	64	61	97	78	82	84
chr2_199458271_199460214	113	161	190	170	178	198
chr2_199463143_199463736	14	26	31	27	22	26
chr2_199471416_199471804	11	18	19	19	22	20
chr2_199589172_199589752	23	17	26	27	28	35
chr2_199757117_199758149	91	104	117	124	111	143
chr2_199770613_199771087	17	33	25	30	25	40
chr2_199798729_199799506	31	25	41	40	45	42
chr2_199833479_199833910	14	17	31	22	27	27
chr2_199847493_199847927	14	27	22	30	24	37
chr2_199850689_199852431	108	129	146	143	130	137
chr2_199910824_199912189	122	121	161	145	140	169
chr2_199932370_199932853	19	18	20	17	25	27
chr2_199955110_199956124	58	70	86	82	73	92
chr2_199979887_199980351	16	14	17	19	15	24
chr2_200159499_200160112	12	21	31	30	19	30
chr2_200306302_200307884	80	108	125	118	133	126
chr2_200396759_200397291	17	20	25	19	24	28
chr2_200397861_200398257	10	12	24	25	17	20
chr2_200440012_200440430	11	9	23	28	24	28
chr2_200453586_200454115	22	16	26	25	19	29
chr2_200470335_200470843	15	19	33	25	23	30
chr2_200481471_200481721	6	10	13	20	10	22
chr2_200509439_200510539	65	66	95	79	77	94
chr2_200525712_200526738	96	111	128	144	125	154
chr2_200713047_200713469	23	28	31	24	25	26
chr2_200810909_200812770	175	178	200	220	186	215
chr2_200863666_200865270	105	116	130	124	95	110
chr2_200888771_200889938	56	71	83	83	70	119
chr2_200901519_200901825	11	16	16	13	16	20
chr2_200963040_200964276	94	80	121	109	86	116
chr2_201071316_201072108	72	63	83	95	86	92
chr2_201116070_201117060	38	37	54	56	51	44
chr2_201127530_201127941	15	14	18	31	16	20
chr2_201450897_201452400	142	164	203	205	149	216
chr2_201513179_201513804	33	30	30	45	37	49
chr2_201642326_201643702	58	72	112	94	75	86
chr2_201744261_201744687	22	34	32	33	30	35
chr2_201780453_201781665	79	87	94	99	92	109
chr2_201933711_201934516	26	20	32	38	38	40
chr2_201955583_201956265	27	17	36	39	37	38
chr2_201964597_201965169	26	40	27	32	32	36
chr2_201984991_201985564	27	31	39	24	30	35
chr2_202033026_202035112	88	108	131	128	96	141
chr2_202064572_202065064	23	19	34	21	32	24
chr2_202084267_202084741	25	24	25	24	20	25
chr2_202122889_202123816	39	58	46	58	40	55
chr2_202237913_202238938	37	54	60	61	60	65
chr2_202265161_202266170	66	66	78	60	60	75
chr2_202317443_202317785	19	15	25	22	14	16
chr2_202375444_202376925	93	104	134	122	120	120
chr2_202400772_202401486	17	38	34	35	27	30
chr2_202634474_202636338	115	139	131	148	130	148
chr2_202870947_202872174	49	52	58	62	50	70
chr2_202911407_202912790	59	82	103	95	87	95
chr2_203014295_203015256	108	107	129	132	105	144
chr2_203100215_203100546	13	23	24	21	12	23
chr2_203238439_203239871	119	115	151	152	121	172
chr2_203327495_203329160	102	118	143	147	87	128
chr2_203340816_203341163	18	18	22	17	10	19
chr2_203463439_203463753	16	12	18	14	15	11
chr2_203534619_203535860	62	54	96	89	66	88
chr2_203649750_203650283	22	32	30	31	30	41
chr2_204011947_204012761	29	45	57	45	43	31
chr2_204032171_204032787	25	24	32	28	20	31
chr2_204061160_204061625	18	15	19	18	19	30
chr2_204115760_204116605	15	35	30	35	32	36
chr2_204138974_204139326	13	15	25	21	12	18
chr2_204197442_204198035	21	22	30	28	20	32
chr2_204263960_204264578	25	27	28	35	23	27
chr2_204272669_204273054	11	24	16	18	15	22
chr2_204274790_204275496	25	33	38	36	31	36
chr2_204362546_204363318	39	33	53	50	33	64
chr2_204415418_204416193	18	25	31	25	29	38
chr2_204452399_204453011	29	40	54	45	33	34
chr2_204545001_204546147	33	41	40	50	36	39
chr2_204860334_204860557	13	10	16	15	13	15
chr2_205411486_205412007	23	32	25	32	28	36
chr2_205484788_205485193	18	16	26	26	21	19
chr2_205681836_205682922	69	69	63	83	54	89
chr2_205720333_205720978	27	38	45	37	25	39
chr2_205721384_205722408	26	43	41	39	34	46
chr2_205730166_205731068	21	28	31	36	27	33
chr2_205752118_205752849	33	26	34	33	37	38
chr2_205763844_205764254	18	18	16	18	15	21
chr2_205774969_205775871	41	40	49	46	46	47
chr2_205781564_205781902	26	21	18	18	11	14
chr2_205815590_205816194	36	37	32	43	25	48
chr2_205892185_205893311	39	36	55	53	44	58
chr2_206000590_206001323	32	30	35	38	32	38
chr2_206084880_206086381	75	58	100	76	74	74
chr2_206158992_206160067	96	86	86	98	81	101
chr2_206230059_206230528	15	28	33	32	27	26
chr2_206274445_206275247	35	28	43	50	41	39
chr2_206442502_206444468	124	140	142	167	142	173
chr2_206477117_206477599	21	21	29	14	17	19
chr2_206764881_206765909	54	55	57	75	61	67
chr2_206800597_206800877	7	13	18	16	11	17
chr2_206981647_206982038	18	16	18	12	14	11
chr2_207066611_207067442	77	71	74	94	75	86
chr2_207113343_207114035	42	45	38	57	37	55
chr2_207133099_207134613	135	157	138	158	123	158
chr2_207164061_207164960	26	26	42	38	27	36
chr2_207165238_207167599	160	176	211	204	174	222
chr2_207227123_207228010	55	47	79	65	63	68
chr2_207231273_207231906	46	37	62	49	42	60
chr2_207258301_207259037	32	40	44	28	31	34
chr2_207403497_207404391	51	53	67	64	56	61
chr2_207449438_207450736	67	80	75	75	54	71
chr2_207469365_207469890	26	33	23	42	24	28
chr2_207472984_207473494	16	23	26	29	16	29
chr2_207529041_207530850	150	187	204	212	181	192
chr2_207624529_207626393	131	139	157	171	126	159
chr2_207710905_207712453	142	151	206	165	158	174
chr2_207768574_207770477	84	92	126	106	94	114
chr2_207847797_207848148	8	10	12	16	12	18
chr2_207892722_207893479	35	34	50	41	41	43
chr2_207970152_207971078	48	48	70	55	58	72
chr2_208025230_208025839	20	28	39	28	31	31
chr2_208142090_208142885	42	38	37	43	43	60
chr2_208175202_208175699	24	28	34	31	33	37
chr2_208189574_208190450	41	51	47	59	51	60
chr2_208248659_208249127	17	21	21	16	24	19
chr2_208254173_208255901	95	102	124	108	92	121
chr2_208265431_208266903	99	111	131	147	123	174
chr2_208325988_208326572	40	30	45	45	42	44
chr2_208358744_208359058	15	19	18	14	13	13
chr2_208556907_208557424	32	30	37	53	40	55
chr2_208579842_208580605	40	41	42	43	42	48
chr2_209334366_209334798	15	15	21	19	23	22
chr2_209388921_209389607	21	21	33	25	17	33
chr2_209423512_209424498	64	68	85	88	79	92
chr2_209457802_209458452	25	49	43	33	26	39
chr2_209476621_209477339	24	23	48	41	37	36
chr2_209519988_209520339	13	17	16	21	17	15
chr2_209579207_209579819	39	43	44	40	39	45
chr2_209604597_209604908	14	20	16	17	7	12
chr2_209629366_209630013	42	46	49	42	41	44
chr2_209635999_209636483	22	32	45	29	39	38
chr2_209661092_209661901	35	35	46	50	44	59
chr2_209671183_209671974	35	39	44	34	29	40
chr2_209771151_209772413	79	93	123	108	120	115
chr2_209872663_209873090	33	27	45	54	31	44
chr2_209933924_209934642	37	29	39	37	29	43
chr2_209960655_209961348	21	34	42	56	45	48
chr2_210002186_210003011	70	69	83	81	85	104
chr2_210169938_210172154	166	185	235	217	223	259
chr2_210224888_210225654	22	29	31	43	33	38
chr2_210476218_210477074	51	55	65	67	58	50
chr2_210503687_210504272	33	35	30	49	32	40
chr2_210546773_210547189	22	13	26	20	19	13
chr2_210681338_210682197	35	55	52	61	37	42
chr2_210688975_210690102	105	107	112	130	101	122
chr2_211033309_211034092	44	50	61	54	53	59
chr2_211302469_211303275	32	46	42	57	45	52
chr2_211390589_211391245	25	27	24	30	18	27
chr2_211465737_211466174	12	20	28	24	26	25
chr2_211567560_211568135	34	31	30	36	24	39
chr2_211643900_211644506	19	34	32	32	29	31
chr2_211786161_211786927	47	57	50	67	53	76
chr2_211802479_211803465	59	66	62	81	50	65
chr2_211903941_211904473	21	21	17	18	17	18
chr2_211930898_211931456	15	19	26	21	20	20
chr2_212041503_212042429	50	64	79	85	60	75
chr2_212192633_212193636	56	56	55	70	60	62
chr2_212263947_212264583	44	47	40	51	59	74
chr2_212282630_212283205	17	29	27	34	13	25
chr2_212330274_212330669	20	20	20	21	20	23
chr2_212364151_212364933	22	24	47	41	28	28
chr2_212414803_212415177	13	10	19	15	10	17
chr2_212426705_212427510	43	51	37	54	54	51
chr2_212536386_212537079	31	32	39	35	47	31
chr2_212537405_212539101	47	52	68	63	54	77
chr2_212711887_212712683	42	28	48	46	40	52
chr2_212794278_212794976	24	29	34	41	30	42
chr2_212905599_212906281	12	21	29	23	21	25
chr2_212926869_212927262	14	20	22	21	15	11
chr2_213086588_213086898	9	12	13	14	10	13
chr2_213151031_213152653	160	168	187	182	159	189
chr2_213251610_213252189	17	20	16	13	15	33
chr2_213284002_213284991	103	83	109	135	91	140
chr2_213290295_213290858	21	12	39	25	18	24
chr2_214069328_214069604	11	14	8	15	13	11
chr2_214127012_214127937	54	51	77	82	61	80
chr2_214410953_214411416	18	22	27	14	15	27
chr2_214575025_214575729	42	43	59	65	43	55
chr2_214808147_214810521	150	154	214	229	190	219
chr2_215241910_215242267	15	17	23	17	17	23
chr2_215260118_215260576	18	25	24	18	21	18
chr2_215311674_215312402	26	27	36	30	40	47
chr2_215435441_215437002	74	57	97	86	75	88
chr2_215550245_215550760	25	24	25	33	21	24
chr2_216013191_216013904	50	47	47	46	40	50
chr2_216081383_216082323	34	47	38	46	43	54
chr2_216106079_216108736	69	111	93	85	55	54
chr2_216108913_216110089	82	89	94	113	89	95
chr2_216112328_216113018	23	24	23	27	13	18
chr2_216114189_216115826	62	95	93	85	52	87
chr2_216339803_216340408	24	34	33	38	24	37
chr2_216371697_216372536	36	40	54	52	46	49
chr2_216411991_216413039	86	105	94	115	80	122
chr2_216498465_216499318	37	39	49	56	45	58
chr2_216555256_216555671	25	27	27	24	17	32
chr2_216584163_216584500	6	10	19	12	14	16
chr2_216596208_216596536	10	17	18	13	15	16
chr2_216627632_216628260	27	32	36	56	39	40
chr2_216632891_216634300	62	57	82	75	59	80
chr2_216636620_216637516	48	49	39	48	44	61
chr2_216643912_216644441	21	15	26	25	13	19
chr2_216691401_216691792	13	16	18	25	11	24
chr2_216694139_216694829	20	28	26	33	29	31
chr2_216713683_216714195	23	21	35	34	15	23
chr2_216901247_216901652	17	15	25	18	20	18
chr2_216908273_216908601	13	12	19	15	15	16
chr2_217248250_217248972	63	82	96	82	57	94
chr2_217262843_217263246	18	16	23	26	14	27
chr2_217356841_217357132	15	16	18	15	12	20
chr2_217433938_217434823	58	61	72	85	85	102
chr2_217621963_217623192	73	84	94	99	93	122
chr2_217653259_217653741	17	22	22	19	16	23
chr2_217729524_217730067	14	26	29	24	24	38
chr2_217743604_217744450	31	34	43	41	27	47
chr2_218010088_218010880	16	22	37	26	20	30
chr2_218015768_218016519	39	32	57	50	41	48
chr2_218216725_218217599	60	68	72	76	73	71
chr2_218269714_218270837	127	134	156	163	148	160
chr2_218272682_218272975	12	12	16	11	7	16
chr2_218285606_218286042	14	17	16	18	12	25
chr2_218286547_218286903	16	17	26	19	12	22
chr2_218322704_218323580	35	38	49	56	35	52
chr2_218395751_218396795	59	62	90	83	65	69
chr2_218399239_218400480	49	51	62	52	59	74
chr2_218406061_218407124	68	64	101	80	65	96
chr2_218567849_218569279	77	90	112	111	80	115
chr2_218659206_218659915	45	40	73	54	52	63
chr2_218671685_218672435	39	47	59	67	45	61
chr2_218710362_218711487	75	73	80	86	74	98
chr2_218745797_218746263	27	25	37	34	32	41
chr2_218860840_218861375	19	18	26	25	24	29
chr2_218892740_218893384	26	20	28	24	29	25
chr2_218959193_218960016	37	50	51	60	41	75
chr2_218962878_218963585	28	17	36	33	33	28
chr2_219017520_219017999	28	35	46	34	29	29
chr2_219057861_219058270	10	12	20	18	15	25
chr2_219159880_219161109	74	76	97	85	88	90
chr2_219176062_219177344	55	59	56	60	44	66
chr2_219177700_219178702	45	39	53	48	38	56
chr2_219206311_219207182	69	76	101	95	81	109
chr2_219217965_219219421	104	96	136	124	102	120
chr2_219229133_219230170	79	87	92	97	94	111
chr2_219245101_219245791	26	39	45	31	24	45
chr2_219249249_219249978	29	28	39	36	23	34
chr2_219278926_219279883	75	69	102	108	74	98
chr2_219289415_219290301	30	38	64	35	40	37
chr2_219294512_219295134	13	19	32	20	19	25
chr2_219309315_219309651	19	21	22	26	18	21
chr2_219387236_219388106	27	28	41	47	29	40
chr2_219388218_219388938	48	40	57	49	53	63
chr2_219446131_219446459	16	13	19	20	12	21
chr2_219453609_219454565	38	23	39	41	29	38
chr2_219460604_219461319	27	25	43	35	27	36
chr2_219498200_219499161	60	46	66	59	49	66
chr2_219506340_219508446	107	104	137	126	93	136
chr2_219508551_219509627	35	39	49	49	40	55
chr2_219509747_219510027	10	9	14	14	12	13
chr2_219514116_219514744	16	31	17	25	23	19
chr2_219530113_219530495	18	17	29	20	19	27
chr2_219538421_219539245	28	27	31	35	32	35
chr2_219542985_219544620	133	157	172	168	158	203
chr2_219552041_219553234	76	68	97	80	83	84
chr2_219570474_219571807	35	46	77	54	58	67
chr2_219597391_219598871	76	78	99	91	78	87
chr2_219627262_219628015	25	19	40	31	27	47
chr2_219642465_219642861	19	27	33	29	24	33
chr2_219644882_219645526	16	17	31	22	21	24
chr2_219675299_219675566	18	15	16	11	15	15
chr2_219701896_219702222	18	21	15	15	15	12
chr2_219748862_219749561	28	32	51	56	30	47
chr2_219871356_219871721	22	18	21	37	21	23
chr2_220455683_220456100	22	27	24	22	14	27
chr2_220510000_220510445	19	21	24	24	32	37
chr2_220767149_220767579	25	23	18	26	18	37
chr2_220779794_220780379	27	36	33	26	35	25
chr2_220949316_220949749	15	19	14	9	17	17
chr2_220959345_220959876	14	17	31	32	26	21
chr2_221124474_221125109	22	35	37	37	37	42
chr2_221153092_221153630	19	25	21	20	21	31
chr2_221426832_221427339	26	18	42	46	27	51
chr2_221554888_221555822	41	45	56	67	49	72
chr2_221571444_221571928	21	18	21	20	18	17
chr2_221571963_221574272	114	123	142	154	118	143
chr2_221680620_221681060	8	18	13	32	18	20
chr2_221779636_221780089	18	17	25	20	22	28
chr2_221895861_221896305	15	22	19	24	25	22
chr2_221911977_221912255	9	12	8	18	11	14
chr2_221993271_221994120	40	43	39	49	35	46
chr2_222319604_222320112	20	20	27	23	23	25
chr2_222548661_222549518	32	47	45	58	44	67
chr2_222655638_222656766	71	96	92	116	78	119
chr2_222709115_222709704	23	24	40	16	16	25
chr2_222724275_222724792	28	26	41	35	19	32
chr2_222733892_222734864	33	27	52	37	48	52
chr2_222760104_222760919	44	43	44	46	48	49
chr2_222792004_222792708	34	38	69	58	41	62
chr2_222860722_222861838	84	115	116	118	108	126
chr2_222993921_222994817	46	51	64	52	64	64
chr2_223001459_223001833	14	20	18	19	18	25
chr2_223055163_223055521	18	22	21	25	24	27
chr2_223418071_223418567	15	18	28	20	25	23
chr2_223528026_223528867	29	35	34	35	44	54
chr2_223537934_223538411	15	21	19	18	10	18
chr2_223591660_223592004	7	13	17	22	14	21
chr2_223602107_223602698	25	21	34	41	26	23
chr2_223612774_223613797	57	50	66	63	54	86
chr2_223688500_223688971	32	36	46	42	45	47
chr2_223944164_223944643	15	20	23	25	14	26
chr2_223944820_223945580	50	47	68	63	72	75
chr2_223956948_223958071	50	72	84	81	73	98
chr2_224038530_224040039	75	88	112	117	107	127
chr2_224042206_224042507	17	8	16	12	17	17
chr2_224364006_224364587	25	25	38	42	36	49
chr2_224433329_224434095	46	48	54	66	54	76
chr2_224584519_224586267	129	136	184	166	146	173
chr2_224838322_224838728	22	30	23	33	23	34
chr2_224908793_224909192	18	24	24	19	21	25
chr2_224909936_224910488	24	14	21	24	23	22
chr2_224934606_224935049	14	21	21	22	20	26
chr2_224983182_224984348	54	76	69	85	84	76
chr2_225177136_225177644	16	23	25	15	27	25
chr2_225400026_225400741	21	29	34	34	32	42
chr2_225429749_225430059	16	19	25	21	26	28
chr2_226030827_226031758	48	53	62	72	60	50
chr2_226185660_226186209	19	24	30	31	35	32
chr2_226446394_226447158	35	35	42	49	38	49
chr2_226466679_226467053	10	17	12	25	21	13
chr2_226527607_226528123	20	30	39	42	30	35
chr2_226649822_226650714	47	45	79	64	65	74
chr2_226739212_226739733	25	24	37	35	34	31
chr2_226742053_226742930	45	64	66	66	52	68
chr2_226791202_226792125	60	45	93	80	70	90
chr2_226798507_226800236	110	116	131	126	129	145
chr2_226835371_226836560	89	102	123	136	119	116
chr2_226985036_226985694	28	29	34	42	36	41
chr2_227035321_227036574	68	73	79	108	63	100
chr2_227107012_227107417	12	13	20	22	17	25
chr2_227164425_227164815	7	16	18	20	17	16
chr2_227227989_227228418	12	14	20	24	14	18
chr2_227324798_227326133	83	95	112	114	96	118
chr2_227393568_227394235	16	18	31	29	22	26
chr2_227406112_227406997	58	54	81	65	49	69
chr2_227471781_227473268	73	80	115	97	77	95
chr2_227717567_227718695	128	125	146	150	114	148
chr2_227766234_227766635	17	21	27	30	23	27
chr2_227871166_227871898	23	18	28	26	35	35
chr2_228320910_228321460	37	45	37	55	53	63
chr2_228383310_228384157	67	69	80	91	72	100
chr2_228426479_228426996	22	23	20	34	22	30
chr2_228446344_228447733	102	119	140	141	112	137
chr2_228703162_228703547	25	23	26	26	20	32
chr2_228838185_228838641	11	15	19	18	16	24
chr2_229095252_229095827	40	40	39	40	34	40
chr2_229152524_229153130	25	27	38	37	31	38
chr2_229161745_229162720	38	50	48	46	50	57
chr2_229270760_229271605	25	28	47	52	44	51
chr2_229273698_229274056	23	19	31	25	26	29
chr2_229387733_229388138	15	12	26	27	21	21
chr2_229421902_229422649	42	51	41	61	61	51
chr2_229445226_229446667	41	29	82	73	53	74
chr2_229565571_229566239	21	25	32	34	23	27
chr2_229591595_229592157	30	36	38	58	37	47
chr2_229634608_229635229	14	29	37	38	27	20
chr2_229713212_229715537	166	167	210	208	184	243
chr2_229921168_229923093	112	114	155	150	134	149
chr2_229980331_229981125	39	36	47	50	45	57
chr2_230066962_230067611	21	35	37	40	30	40
chr2_230067682_230069105	62	92	102	118	95	110
chr2_230219749_230220308	33	28	31	36	36	29
chr2_230411490_230412469	48	45	66	57	57	69
chr2_230712176_230714499	127	128	156	161	155	200
chr2_230824557_230824859	13	15	14	21	14	20
chr2_230864511_230865288	45	51	63	56	51	62
chr2_230867210_230867583	18	17	19	21	20	19
chr2_230885527_230886207	30	39	55	49	35	59
chr2_230899270_230899665	19	12	27	16	23	29
chr2_230943174_230943752	26	34	50	29	37	45
chr2_231015390_231016428	59	69	94	72	74	72
chr2_231037289_231038100	28	23	40	33	27	37
chr2_231047638_231047943	18	7	19	15	13	13
chr2_231050275_231050924	36	24	37	41	34	41
chr2_231052476_231053173	40	38	50	46	43	41
chr2_231056440_231057279	59	67	84	89	77	82
chr2_231198172_231199026	42	53	63	66	52	70
chr2_231227373_231227967	20	18	27	36	24	26
chr2_231388222_231388684	22	14	36	13	22	23
chr2_231412375_231412668	12	16	19	14	12	23
chr2_231463762_231465271	146	130	177	165	156	204
chr2_231514054_231515023	67	74	89	83	63	86
chr2_231604122_231605397	79	102	122	103	93	112
chr2_231706894_231711159	212	258	272	287	220	271
chr2_231764734_231765112	15	16	27	15	11	25
chr2_231780750_231782055	98	106	120	126	117	135
chr2_231786147_231786934	32	36	41	45	39	32
chr2_231925944_231927014	54	56	66	65	55	77
chr2_231961170_231962119	32	44	54	41	39	55
chr2_232085145_232085489	13	14	14	22	12	17
chr2_232473483_232473907	13	9	15	16	19	14
chr2_232550126_232551123	75	75	90	74	71	85
chr2_232605883_232606530	24	22	27	30	33	32
chr2_232633044_232633870	23	31	30	27	30	33
chr2_232653509_232653820	18	13	28	22	12	23
chr2_232689582_232689890	10	15	18	17	14	12
chr2_232696820_232698066	46	58	78	69	51	66
chr2_233209577_233210067	13	15	22	16	23	16
chr2_233251363_233252056	50	64	68	78	61	71
chr2_233387447_233388015	19	27	29	28	14	36
chr2_233413470_233413901	18	20	26	20	25	26
chr2_233566469_233566987	24	19	32	28	26	31
chr2_233700128_233700511	20	13	14	19	29	17
chr2_233854263_233854979	27	51	46	50	40	52
chr2_234091408_234091983	26	14	28	25	15	21
chr2_234323996_234324565	28	34	37	31	42	52
chr2_234335679_234336239	18	20	23	24	25	38
chr2_234375203_234375734	22	23	35	28	24	36
chr2_234437797_234438346	24	29	29	30	21	31
chr2_234448665_234449642	40	34	49	46	34	37
chr2_234496070_234497560	30	61	60	50	59	62
chr2_234535472_234535837	18	24	20	11	12	17
chr2_234564322_234565137	48	49	60	68	56	66
chr2_234596552_234597140	21	37	22	29	26	31
chr2_234769877_234770629	37	56	63	63	47	69
chr2_234951817_234952681	34	28	45	35	28	33
chr2_234980273_234980823	19	20	28	25	13	21
chr2_234989082_234989625	35	19	47	26	24	39
chr2_235005748_235006242	11	17	39	29	24	25
chr2_235050937_235051574	25	24	33	24	27	28
chr2_235068488_235069240	24	31	33	29	15	33
chr2_235238585_235238883	12	16	18	13	20	17
chr2_235263639_235264100	12	17	20	23	17	20
chr2_235384496_235385226	24	19	32	33	19	24
chr2_235493536_235495367	94	80	103	81	63	107
chr2_235521502_235522178	28	34	27	27	23	32
chr2_235605397_235606375	38	55	58	56	48	54
chr2_235669338_235670155	25	31	34	38	25	41
chr2_235774435_235774903	5	13	18	16	15	16
chr2_235807347_235807769	16	19	22	15	23	21
chr2_235917257_235917896	25	22	27	26	22	23
chr2_236167315_236168159	31	15	34	19	27	32
chr2_236171374_236172485	44	51	58	51	41	42
chr2_236569639_236569951	13	9	18	14	11	16
chr2_236663304_236664053	19	19	29	26	22	36
chr2_237085198_237086219	60	57	88	76	59	70
chr2_237269066_237269772	21	27	34	34	33	37
chr2_237582425_237582805	13	17	26	19	22	16
chr2_237627394_237627822	16	15	19	18	17	21
chr2_237662723_237663053	13	15	24	17	14	16
chr2_237726344_237726877	15	19	19	21	21	19
chr2_237895841_237896679	54	46	76	70	56	66
chr2_237966281_237967388	59	66	91	72	84	96
chr2_238060420_238061373	82	74	69	84	70	84
chr2_238203032_238204058	47	51	84	57	65	77
chr2_238238891_238240995	101	93	125	112	86	98
chr2_238288322_238289629	102	105	133	114	118	120
chr2_238319913_238320971	61	54	71	65	57	77
chr2_238345269_238345921	25	34	32	35	27	44
chr2_238426137_238427464	54	54	76	45	36	50
chr2_238459074_238459644	17	16	29	24	30	28
chr2_239290785_239292312	64	86	77	85	74	80
chr2_239400217_239402176	187	201	231	249	171	234
chr2_239440231_239441499	58	78	95	93	70	95
chr2_239445571_239446050	15	21	26	20	12	22
chr2_239472190_239472943	35	45	36	60	43	60
chr2_239594108_239594457	15	14	20	24	12	21
chr2_239596270_239596685	21	17	24	18	19	23
chr2_240025234_240026126	33	33	48	34	27	43
chr2_240136044_240136558	20	15	25	23	18	34
chr2_240154822_240155678	37	42	57	53	58	63
chr2_240270215_240270728	22	22	14	23	18	32
chr2_240296122_240297477	54	65	71	80	57	71
chr2_240434978_240436766	73	71	120	78	85	95
chr2_240452450_240452899	27	23	27	22	20	19
chr2_240560112_240561589	102	102	144	102	95	120
chr2_240568231_240569073	38	41	57	44	39	39
chr2_240586042_240587033	67	92	105	85	69	79
chr2_240800284_240800717	16	14	26	27	18	18
chr2_240819551_240821097	78	67	111	84	75	95
chr2_240832220_240832974	42	34	49	40	41	47
chr2_240973058_240973671	23	26	32	21	15	27
chr2_241102204_241102694	18	17	26	25	23	33
chr2_241148870_241151035	120	122	129	128	107	132
chr2_241314567_241316876	132	165	170	175	115	168
chr2_241355947_241356673	59	60	84	72	64	91
chr2_241507645_241509569	122	119	178	157	146	141
chr2_241636176_241638208	102	96	138	98	111	101
chr2_241674281_241674731	17	12	20	17	19	16
chr2_241686332_241687645	84	93	117	93	70	95
chr2_241701143_241703416	113	104	170	137	125	136
chr2_241734264_241735699	51	61	57	57	41	64
chr2_241810545_241811480	37	26	48	43	41	48
chr2_241882929_241883379	17	16	17	19	12	15
chr2_242088082_242088878	43	42	49	56	35	40
chr20_290629_290888	16	9	21	10	13	14
chr20_296952_298475	71	98	111	92	93	94
chr20_309567_310875	92	121	144	123	111	142
chr20_323944_327011	171	168	244	238	188	240
chr20_327130_327736	31	36	43	40	40	39
chr20_346599_346943	11	17	19	18	12	14
chr20_347483_348345	49	48	59	61	60	70
chr20_354509_354797	15	14	11	18	14	13
chr20_407549_408019	27	23	25	22	25	20
chr20_408107_408802	41	34	44	47	42	33
chr20_461750_462772	61	58	76	86	64	89
chr20_543327_544442	67	85	114	102	79	112
chr20_634364_634903	35	35	39	41	44	46
chr20_652836_653725	36	26	49	44	40	42
chr20_675329_676070	40	37	47	45	47	38
chr20_699812_700126	9	8	20	20	13	15
chr20_707296_707811	22	28	28	27	30	25
chr20_727958_728668	32	24	37	39	29	34
chr20_833268_834270	63	53	68	80	63	80
chr20_844362_845100	27	38	55	54	47	55
chr20_1118297_1119046	36	47	64	59	52	59
chr20_1266077_1266973	45	39	58	54	50	66
chr20_1281423_1282045	31	42	41	57	38	63
chr20_1324819_1326011	44	57	47	56	53	78
chr20_1392677_1393524	37	47	54	63	59	72
chr20_1423628_1424189	27	14	27	31	16	33
chr20_1466200_1467402	74	72	94	90	87	92
chr20_1469822_1470509	25	23	30	27	31	21
chr20_1776942_1777593	25	20	36	36	32	31
chr20_1803260_1803946	14	26	28	38	21	31
chr20_1811601_1812092	23	17	31	19	23	16
chr20_1816378_1816930	21	19	28	23	19	21
chr20_1827891_1828296	20	17	27	19	14	25
chr20_1860281_1860817	18	26	37	39	21	41
chr20_1875742_1876171	13	15	20	22	22	22
chr20_1894292_1895681	74	70	93	76	68	90
chr20_2101537_2103456	141	163	200	199	164	179
chr20_2133578_2134019	16	18	20	18	13	13
chr20_2207256_2207829	24	24	46	43	26	29
chr20_2234865_2235202	10	17	12	12	15	16
chr20_2237055_2237550	19	18	28	18	15	17
chr20_2246014_2246411	9	13	22	23	15	15
chr20_2470377_2471253	57	62	94	78	66	62
chr20_2508797_2509521	36	38	46	49	49	57
chr20_2524314_2525387	24	40	50	42	34	58
chr20_2559680_2560069	16	11	15	19	18	26
chr20_2651615_2653253	87	88	114	123	110	128
chr20_2664070_2664738	20	28	36	34	25	32
chr20_2692269_2693726	52	58	73	65	48	64
chr20_2738625_2739043	18	17	24	21	21	29
chr20_2840178_2841259	46	50	60	60	55	65
chr20_2873103_2874077	74	71	85	71	71	87
chr20_2947308_2947837	37	38	29	49	22	48
chr20_3045620_3046608	44	53	68	65	67	70
chr20_3159548_3160168	32	21	20	25	21	27
chr20_3172863_3174533	62	70	87	87	86	102
chr20_3204193_3204916	35	42	38	46	41	41
chr20_3407116_3408338	44	52	81	69	61	79
chr20_3408587_3409155	13	19	36	29	20	31
chr20_3470463_3471557	63	64	81	86	53	79
