ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr18_59144942_59145388	17	39	23	19	17	19
chr18_59238476_59238885	16	40	28	25	24	16
chr18_59249262_59249534	8	15	14	14	11	11
chr18_59358737_59359895	76	160	135	139	97	115
chr18_59402398_59402772	12	35	29	33	22	23
chr18_59470571_59471249	10	43	38	45	24	21
chr18_59690111_59690907	21	61	36	78	43	48
chr18_59899425_59900995	60	118	109	110	64	82
chr18_60372614_60373230	33	46	49	42	42	40
chr18_60698771_60699399	15	24	16	28	16	24
chr18_61056787_61057147	16	28	10	16	14	15
chr18_61127379_61128431	39	67	61	89	52	71
chr18_61336859_61337164	9	21	23	10	13	13
chr18_61405620_61406248	12	20	20	21	21	16
chr18_61464351_61464964	22	47	30	23	22	18
chr18_61502390_61502814	16	27	25	23	14	13
chr18_61531109_61531667	13	43	26	35	15	32
chr18_61581910_61582200	10	22	16	15	10	18
chr18_61832653_61832992	12	28	28	12	17	11
chr18_61893074_61894810	68	139	98	112	91	94
chr18_62131385_62131618	6	23	14	18	11	13
chr18_62186042_62188481	113	259	225	237	187	200
chr18_62425338_62426124	31	54	46	46	24	40
chr18_62445424_62445934	10	41	30	25	21	28
chr18_62450526_62451392	19	48	39	48	31	23
chr18_62522150_62525142	242	416	358	378	290	312
chr18_62526204_62527035	23	50	37	53	39	43
chr18_62584229_62584641	14	29	24	31	14	21
chr18_62682088_62683020	43	77	80	65	39	47
chr18_62710378_62710815	11	33	26	18	24	19
chr18_62714552_62717445	266	469	407	384	304	325
chr18_62751081_62752233	43	96	62	104	55	75
chr18_62784646_62785557	35	57	63	74	36	39
chr18_63237957_63238375	11	20	23	35	16	26
chr18_63293805_63294376	30	60	33	41	28	40
chr18_63297509_63298494	48	101	98	90	52	74
chr18_63307376_63307887	9	20	18	23	20	20
chr18_63319298_63320685	113	185	159	167	124	135
chr18_63366134_63368143	192	357	269	310	210	237
chr18_63421797_63423435	145	238	225	247	169	172
chr18_63439298_63439739	11	34	18	15	11	15
chr18_63518498_63518889	14	21	24	19	17	21
chr18_63617614_63618144	19	43	26	27	16	18
chr18_63884770_63885476	25	54	55	42	25	38
chr18_63969782_63971652	135	266	187	201	157	184
chr18_63979442_63979699	7	23	16	19	10	11
chr18_64028593_64029685	34	82	73	66	51	42
chr18_64135152_64135720	17	28	26	18	21	14
chr18_64330932_64331726	48	110	91	82	58	74
chr18_64465967_64466300	7	15	12	15	13	11
chr18_64936696_64937148	10	24	20	25	16	19
chr18_64942375_64942958	10	20	17	31	17	17
chr18_65347449_65347870	12	28	23	18	13	13
chr18_65500383_65500713	5	28	22	24	16	14
chr18_65620134_65620576	15	26	10	17	8	16
chr18_65750348_65751321	31	49	41	53	31	39
chr18_66416983_66417664	25	47	39	44	24	31
chr18_66682495_66683387	27	60	58	48	36	38
chr18_66972211_66973481	61	135	106	117	77	104
chr18_67200126_67200554	10	22	22	29	18	18
chr18_67217664_67218093	11	18	17	25	12	14
chr18_67232376_67232752	9	18	18	20	15	15
chr18_67280831_67281293	18	39	33	32	14	29
chr18_67419337_67419789	16	29	30	26	22	22
chr18_67458567_67458901	12	23	19	28	12	10
chr18_67515599_67517744	169	336	278	279	213	227
chr18_67525255_67525740	26	54	40	43	36	24
chr18_67652372_67652655	10	13	11	20	12	13
chr18_68340753_68341326	8	24	19	30	23	23
chr18_68427950_68428535	15	32	16	27	24	23
chr18_68714167_68715662	100	193	159	192	135	161
chr18_69400056_69402117	143	332	254	270	179	196
chr18_69628734_69629905	54	114	96	105	76	82
chr18_69763010_69763268	14	18	9	20	13	14
chr18_69795727_69796545	32	38	42	43	35	38
chr18_70036986_70037678	26	34	28	40	20	35
chr18_70205082_70206556	130	215	177	227	155	158
chr18_70221177_70222440	112	204	182	204	154	170
chr18_70288236_70290257	100	213	172	189	129	150
chr18_70381584_70381984	13	29	20	22	15	18
chr18_70433663_70434264	17	23	20	28	9	19
chr18_70464742_70465078	17	21	18	26	20	12
chr18_70469853_70470534	29	54	36	57	37	52
chr18_70553682_70554264	18	27	32	22	14	30
chr18_70627011_70627648	33	72	51	56	26	47
chr18_70781824_70782420	10	30	20	29	19	28
chr18_71301396_71302211	37	84	71	85	57	55
chr18_71336548_71337356	26	53	38	39	27	24
chr18_71523623_71524447	22	46	36	36	19	38
chr18_71529556_71530030	20	33	29	24	14	15
chr18_71950955_71951353	16	25	25	16	15	23
chr18_72056037_72056482	17	36	30	26	25	27
chr18_72171542_72172017	19	43	28	38	30	20
chr18_72336794_72337344	28	48	42	41	24	28
chr18_72542110_72542715	19	29	13	16	14	18
chr18_72543436_72543967	18	23	26	21	13	20
chr18_72544061_72544862	42	73	64	53	36	43
chr18_72762582_72762846	12	25	18	17	12	13
chr18_72808675_72809142	16	21	23	31	18	26
chr18_72829989_72830472	14	24	19	19	16	29
chr18_72866612_72869457	95	208	156	172	126	122
chr18_72908269_72908679	9	25	18	25	16	21
chr18_73043238_73043904	18	46	31	30	17	25
chr18_73318464_73319334	65	134	105	113	84	80
chr18_73461848_73462678	31	66	45	61	31	27
chr18_73549024_73549783	34	52	56	51	33	44
chr18_73615464_73615993	15	33	23	28	15	31
chr18_73711217_73711883	22	25	41	31	17	29
chr18_73724843_73725394	26	41	48	23	25	24
chr18_73840359_73840896	14	29	20	37	17	31
chr18_74128094_74128643	26	57	40	37	28	34
chr18_74147184_74149132	218	337	338	329	219	261
chr18_74196192_74196720	9	27	30	32	19	17
chr18_74284242_74285222	27	52	39	37	23	28
chr18_74291520_74292667	130	223	185	206	175	156
chr18_74353269_74353536	12	23	15	13	10	17
chr18_74412066_74412865	40	52	58	51	23	41
chr18_74453997_74454909	37	97	79	73	54	65
chr18_74456211_74457546	31	80	66	74	46	51
chr18_74468297_74469340	59	96	88	102	96	109
chr18_74495429_74497125	142	248	223	259	177	180
chr18_74551994_74552260	5	19	22	22	12	14
chr18_74596747_74599111	117	264	200	222	151	160
chr18_74735600_74736191	16	35	30	25	25	24
chr18_74784668_74785089	22	40	38	34	27	12
chr18_74796899_74797851	64	124	109	106	92	86
chr18_75045205_75045826	22	47	49	39	29	27
chr18_75208190_75210115	121	200	150	163	129	138
chr18_75210403_75210945	24	44	38	31	32	19
chr18_75211066_75211607	16	23	25	26	15	13
chr18_75211634_75212300	11	25	28	31	21	22
chr18_75213525_75214173	15	29	19	28	22	20
chr18_75220629_75221335	8	39	22	25	17	15
chr18_75377911_75379141	38	79	60	49	27	58
chr18_75548393_75548949	29	41	37	32	18	24
chr18_75612399_75613162	51	88	74	99	53	55
chr18_75638287_75639546	89	174	132	148	95	121
chr18_75654861_75655528	34	47	45	53	39	49
chr18_75811088_75811699	26	42	37	45	29	38
chr18_75915862_75916696	47	109	91	100	54	62
chr18_75923140_75923570	18	32	27	41	29	31
chr18_76261078_76261858	29	50	44	35	32	30
chr18_76348476_76349438	30	53	37	41	30	30
chr18_76398943_76399269	10	35	26	21	16	19
chr18_76450830_76451983	22	83	55	49	29	35
chr18_76459784_76460207	10	19	20	18	12	17
chr18_76491648_76493434	78	135	138	129	67	94
chr18_76494164_76495913	77	138	112	113	77	77
chr18_76524977_76525682	18	62	43	35	30	28
chr18_76686765_76687679	31	52	32	48	27	25
chr18_76764281_76764631	12	33	24	23	14	14
chr18_76821673_76823369	71	161	123	125	83	92
chr18_76972869_76973336	17	27	26	26	18	18
chr18_77097338_77098128	23	66	42	63	39	32
chr18_77107991_77108651	21	52	37	36	24	20
chr18_77249779_77250466	21	28	32	25	22	25
chr18_77522087_77522656	17	17	14	22	9	22
chr18_77635446_77635889	18	31	24	31	22	21
chr18_77650824_77651111	12	17	10	9	9	13
chr18_77762508_77762999	15	24	21	23	18	15
chr18_77899947_77900662	27	42	37	47	36	38
chr18_78069807_78070423	15	41	37	45	34	40
chr18_78207940_78208337	10	27	12	21	15	12
chr18_78430258_78430872	22	31	35	38	20	28
chr18_78505524_78506761	81	157	117	100	68	77
chr18_78541978_78542882	31	49	40	54	36	42
chr18_78561714_78562818	34	81	71	62	34	56
chr18_78701568_78702450	37	72	55	77	55	54
chr18_78703036_78703564	10	27	16	26	18	17
chr18_78720847_78721430	15	23	22	23	11	20
chr18_78721510_78722804	36	54	57	54	42	51
chr18_78806546_78807102	8	17	14	28	14	21
chr18_78978339_78981406	186	341	288	316	223	236
chr18_78984870_78985369	16	21	19	28	21	15
chr18_78986093_78986578	19	41	21	25	17	27
chr18_79068476_79070085	99	208	147	191	124	126
chr18_79242199_79242716	18	38	26	27	15	23
chr18_79366158_79366800	17	29	25	30	14	23
chr18_79393623_79394322	24	43	31	42	22	21
chr18_79395668_79396760	46	78	69	56	50	46
chr18_79403169_79403741	27	42	28	34	19	24
chr18_79468231_79468810	29	52	50	33	29	21
chr18_79506618_79507578	19	54	42	52	49	23
chr18_79528842_79529080	8	11	11	13	9	11
chr18_79576195_79577541	60	108	109	90	72	64
chr18_79618403_79618921	24	20	10	18	12	19
chr18_79619247_79619580	13	23	20	17	18	14
chr18_79619786_79620216	24	27	24	24	24	24
chr18_79678743_79680617	200	341	292	302	227	232
chr18_79857060_79857900	20	49	53	40	38	32
chr18_79924808_79925859	48	79	58	73	55	50
chr18_79950707_79952583	92	155	129	140	91	98
chr18_79987999_79989257	79	174	122	121	80	81
chr18_80006607_80007291	27	64	52	65	59	50
chr18_80033183_80034879	115	233	189	222	152	140
chr18_80108692_80110094	47	100	79	96	62	63
chr18_80147148_80148452	64	140	89	90	77	77
chr18_80246317_80247989	83	147	117	119	83	84
chr19_70886_71136	12	18	13	23	11	17
chr19_344105_345176	35	62	50	52	35	30
chr19_372097_372627	21	30	19	26	18	31
chr19_478446_478872	19	27	25	23	17	17
chr19_488416_489304	27	51	51	47	34	36
chr19_506448_508330	139	211	195	235	160	168
chr19_530925_533117	71	162	160	145	108	102
chr19_572101_573519	56	74	93	89	74	72
chr19_588118_588977	32	59	55	49	48	40
chr19_633458_633966	26	40	41	45	35	25
chr19_639605_640153	11	24	23	27	25	17
chr19_662727_664082	41	65	44	62	32	44
chr19_664898_665215	10	11	17	20	12	11
chr19_679726_680988	50	99	84	88	44	63
chr19_708383_709658	24	54	46	47	33	31
chr19_795288_796433	23	35	30	41	31	21
chr19_796468_798709	116	239	189	231	158	157
chr19_821870_822517	17	28	32	36	27	22
chr19_850582_851017	13	18	14	15	11	10
chr19_892857_893626	33	79	52	58	51	46
chr19_925350_926262	20	48	44	65	40	29
chr19_934755_935413	14	18	14	27	22	21
chr19_940586_941627	19	48	40	65	48	32
chr19_984077_985004	32	48	20	49	29	37
chr19_1020815_1021951	71	116	115	109	89	62
chr19_1039647_1040262	18	42	35	44	27	37
chr19_1040887_1041269	12	28	18	23	11	9
chr19_1094992_1095775	43	66	51	73	34	50
chr19_1103429_1104959	73	123	125	132	87	76
chr19_1205289_1206091	39	70	69	74	58	64
chr19_1236354_1238493	49	86	76	89	69	53
chr19_1239873_1240783	31	52	56	52	50	32
chr19_1241346_1242421	39	56	40	76	43	33
chr19_1244146_1244811	20	26	23	30	24	11
chr19_1248030_1251282	137	253	223	259	172	165
chr19_1251561_1253799	69	123	100	128	84	78
chr19_1260140_1261448	52	102	98	106	75	64
chr19_1265263_1267515	43	68	61	93	65	45
chr19_1268854_1270134	56	98	94	126	83	74
chr19_1274753_1276049	76	115	102	121	70	67
chr19_1291729_1292307	21	28	22	30	18	14
chr19_1354492_1355357	38	59	50	60	37	40
chr19_1360701_1361393	24	29	28	27	15	21
chr19_1383192_1384181	58	86	86	108	58	56
chr19_1406765_1408190	63	115	100	110	97	73
chr19_1438092_1438708	26	49	38	54	25	24
chr19_1444737_1445924	23	47	46	57	38	27
chr19_1445991_1446960	32	59	58	76	50	33
chr19_1449677_1450583	45	70	73	78	48	43
chr19_1451491_1452332	19	41	39	31	30	19
chr19_1453509_1454108	22	36	39	40	28	22
chr19_1474019_1474504	16	19	16	16	24	16
chr19_1479115_1479546	11	32	23	26	23	27
chr19_1490022_1491607	84	164	161	171	115	105
chr19_1507704_1508365	26	40	36	37	25	22
chr19_1521520_1522175	23	32	40	38	38	31
chr19_1566456_1567628	33	65	59	59	33	38
chr19_1592158_1593434	51	116	84	96	70	85
chr19_1604854_1606358	59	124	92	112	76	63
chr19_1652334_1653480	68	102	104	124	94	88
chr19_1667786_1668035	12	14	11	10	17	3
chr19_1668468_1669530	28	59	46	50	40	43
chr19_1848264_1848950	32	55	40	65	35	28
chr19_1863383_1864627	41	72	45	83	61	38
chr19_1875886_1876454	26	25	31	28	26	23
chr19_1885371_1885679	12	16	17	20	16	10
chr19_1904944_1906051	44	72	78	73	59	55
chr19_1940077_1941269	39	80	72	80	52	53
chr19_2019480_2019918	20	23	27	24	18	16
chr19_2050452_2051872	32	94	78	92	47	71
chr19_2060947_2062014	70	112	76	93	59	71
chr19_2095915_2097343	78	105	109	149	97	88
chr19_2150938_2152148	52	103	98	109	78	76
chr19_2163604_2164467	44	72	57	66	41	43
chr19_2168942_2169259	17	25	12	14	18	9
chr19_2235627_2237139	75	130	102	130	90	97
chr19_2269001_2270000	41	68	61	87	44	54
chr19_2270171_2271087	14	31	24	44	21	29
chr19_2327736_2329281	38	63	69	67	43	57
chr19_2426872_2428132	56	103	81	98	61	55
chr19_2456436_2457196	34	54	35	49	26	42
chr19_2474569_2475188	22	38	29	33	18	23
chr19_2475190_2476881	61	100	71	77	64	56
chr19_2543487_2543948	15	35	23	24	18	12
chr19_2602385_2602891	10	26	32	41	25	17
chr19_2611174_2611481	11	21	13	20	13	7
chr19_2627326_2627776	10	18	17	25	18	16
chr19_2664014_2664527	11	23	20	33	20	18
chr19_2702592_2702921	17	25	18	22	13	12
chr19_2739759_2740431	33	48	30	46	32	38
chr19_2783030_2783759	32	55	61	71	35	44
chr19_2784931_2785968	55	107	70	104	61	79
chr19_2819609_2820476	34	65	35	50	44	45
chr19_2840674_2842041	54	101	81	107	71	73
chr19_2900255_2901248	36	74	72	69	44	39
chr19_2944628_2945629	67	99	75	95	83	83
chr19_2950434_2951286	41	91	67	65	55	49
chr19_2977186_2977537	18	41	27	36	27	29
chr19_2982495_2983550	39	66	68	69	51	45
chr19_2983658_2984734	42	71	65	54	37	40
chr19_3035445_3036806	66	117	94	116	69	88
chr19_3047615_3047999	14	19	12	15	15	14
chr19_3057241_3057816	21	38	23	32	25	20
chr19_3093769_3094635	33	69	54	65	33	44
chr19_3185019_3186422	46	92	99	88	74	72
chr19_3336504_3337282	24	33	34	54	29	28
chr19_3346476_3347322	23	62	54	53	38	34
chr19_3358788_3360993	57	109	78	108	77	62
chr19_3387600_3388283	24	52	31	40	32	33
chr19_3403531_3405267	47	95	83	91	67	83
chr19_3434853_3435509	42	65	39	50	44	36
chr19_3500378_3501239	38	46	47	57	44	35
chr19_3505665_3506641	50	77	68	74	53	75
chr19_3557119_3558258	41	90	59	87	48	55
chr19_3572318_3573439	57	106	104	129	66	90
chr19_3626287_3627316	49	74	72	92	59	55
chr19_3700362_3700748	14	29	24	28	26	21
chr19_3761374_3761880	15	16	14	25	25	19
chr19_3762306_3763217	64	88	99	95	64	73
chr19_3801443_3801845	14	21	20	17	13	10
chr19_3880450_3881499	23	48	35	63	25	29
chr19_3970759_3971596	37	74	64	73	42	37
chr19_3985022_3985698	21	38	28	35	23	33
chr19_3989984_3990505	18	22	21	22	12	21
chr19_4007015_4008602	60	115	83	104	78	78
chr19_4064160_4067819	104	210	138	184	138	114
chr19_4123648_4124581	24	59	38	50	42	32
chr19_4182202_4182804	12	39	26	37	25	22
chr19_4246745_4247592	34	62	46	67	44	42
chr19_4296158_4297001	24	51	40	45	43	43
chr19_4342260_4344046	99	202	175	209	146	159
chr19_4399933_4400956	37	74	44	70	52	42
chr19_4402108_4402923	63	86	87	88	75	61
chr19_4449152_4449666	18	35	23	31	18	13
chr19_4457781_4458153	18	31	29	33	21	26
chr19_4471334_4472460	114	196	161	199	150	166
chr19_4474302_4474954	29	46	34	41	28	23
chr19_4639265_4639709	19	25	21	31	12	14
chr19_4670199_4670537	8	20	21	22	17	19
chr19_4723612_4724688	45	106	94	98	62	76
chr19_4737896_4738649	26	49	41	46	23	33
chr19_4742694_4743372	23	39	38	34	27	28
chr19_4759441_4760242	40	59	55	76	50	54
chr19_4785082_4785592	14	27	23	27	31	16
chr19_4791114_4792861	102	189	169	197	135	146
chr19_4909561_4910382	29	46	43	51	22	36
chr19_4968208_4969604	94	169	156	189	117	126
chr19_5023061_5023500	14	22	11	20	20	12
chr19_5058659_5059566	33	83	50	60	42	41
chr19_5091147_5091712	17	20	24	17	18	15
chr19_5103095_5103506	8	31	23	23	20	16
chr19_5193245_5193613	16	16	13	16	12	9
chr19_5292704_5294038	31	64	44	66	37	35
chr19_5308135_5309414	99	155	150	173	113	115
chr19_5338045_5339074	19	40	31	35	17	31
chr19_5339715_5341141	56	95	89	93	69	55
chr19_5436634_5437084	14	37	15	27	26	16
chr19_5536441_5536890	10	26	22	21	23	18
chr19_5539178_5539802	21	28	29	29	12	22
chr19_5621908_5623916	114	192	154	212	138	144
chr19_5679911_5681506	101	177	154	184	134	112
chr19_5690012_5690655	35	57	47	55	35	34
chr19_5719613_5720907	108	173	156	184	135	122
chr19_5790451_5791430	44	102	65	85	72	57
chr19_5827698_5828722	42	82	55	85	57	40
chr19_5903600_5905220	138	234	184	240	144	140
chr19_5968023_5968578	22	28	22	30	20	24
chr19_5977619_5978671	60	98	96	102	79	80
chr19_6066381_6067176	26	46	24	41	31	31
chr19_6110292_6110966	61	90	83	101	65	77
chr19_6199016_6200158	57	75	59	87	56	59
chr19_6216860_6217468	18	43	22	42	32	24
chr19_6241548_6242153	23	33	32	31	29	24
chr19_6279853_6280262	33	56	39	50	27	27
chr19_6361343_6362010	19	35	40	43	25	27
chr19_6372452_6373610	72	122	122	128	89	84
chr19_6392965_6394110	52	98	75	103	78	61
chr19_6403269_6403634	15	18	22	28	18	10
chr19_6424319_6425936	188	275	251	278	192	195
chr19_6459491_6460809	50	85	95	102	59	80
chr19_6530782_6531217	13	21	21	21	16	10
chr19_6737027_6738077	113	181	160	175	128	134
chr19_7069195_7069985	29	80	62	80	39	52
chr19_7098748_7099732	57	118	91	103	82	75
chr19_7197035_7197541	24	41	31	33	19	15
chr19_7198013_7198653	37	61	43	68	45	42
chr19_7294001_7294705	32	39	27	51	37	23
chr19_7394921_7395287	15	24	23	31	25	23
chr19_7488774_7489281	19	26	19	23	15	17
chr19_7515829_7516187	15	18	15	22	14	16
chr19_7522245_7522770	15	31	31	37	21	32
chr19_7533877_7534291	16	21	19	27	13	10
chr19_7535129_7536038	40	68	50	50	40	44
chr19_7595294_7596135	24	43	34	52	31	16
chr19_7629463_7629906	32	49	47	62	38	39
chr19_7680529_7681221	24	42	27	43	30	26
chr19_7829515_7830647	114	222	171	194	134	123
chr19_7874068_7874918	24	46	44	53	28	39
chr19_7902697_7904683	93	177	138	171	132	103
chr19_7920009_7920673	26	51	39	47	36	36
chr19_7925178_7926559	31	56	40	78	56	32
chr19_7943364_7944493	67	142	107	129	100	94
chr19_8005312_8005984	16	51	39	34	23	24
chr19_8154892_8155180	11	19	15	17	13	13
chr19_8209256_8210191	22	40	31	30	20	21
chr19_8307760_8308668	19	55	37	43	28	37
chr19_8320972_8321636	20	53	34	40	31	27
chr19_8334895_8335588	18	28	19	37	17	18
chr19_8361980_8362404	23	40	21	33	26	22
chr19_8389732_8390880	88	145	145	148	97	105
chr19_8412888_8413506	28	52	53	62	40	46
chr19_8444431_8445792	32	68	71	87	52	57
chr19_8513547_8514527	43	81	67	58	49	43
chr19_8525302_8526715	85	154	119	150	96	109
chr19_8592032_8592977	23	55	37	56	35	29
chr19_8609230_8609872	15	24	20	24	17	13
chr19_8831832_8833329	81	137	140	158	103	112
chr19_9075413_9076036	18	39	30	23	17	16
chr19_9140215_9140501	9	19	19	22	16	27
chr19_9309328_9310393	50	83	61	73	67	61
chr19_9323614_9324494	39	67	38	53	45	41
chr19_9435248_9435744	14	43	28	23	15	27
chr19_9538368_9538981	22	29	25	19	26	19
chr19_9674714_9675446	16	22	31	30	22	14
chr19_9768397_9769302	38	74	50	47	42	35
chr19_9785261_9785683	16	27	23	20	15	18
chr19_9785797_9786408	17	29	24	30	17	21
chr19_9792787_9793316	11	29	27	30	24	22
chr19_9796173_9796474	10	16	13	16	12	16
chr19_9818587_9819904	46	113	99	107	76	56
chr19_9827435_9828012	8	26	17	31	17	15
chr19_9834667_9835825	88	166	127	142	128	111
chr19_9885159_9885764	20	54	39	46	32	32
chr19_9934293_9934632	12	17	24	17	14	13
chr19_9953778_9954209	13	16	11	17	11	12
chr19_9986871_9987489	17	32	19	29	14	24
chr19_10027606_10028023	9	22	21	29	19	18
chr19_10095530_10097035	38	90	82	96	69	74
chr19_10106015_10106634	21	46	34	53	33	28
chr19_10194023_10195420	45	81	78	103	63	48
chr19_10251696_10252507	39	72	57	69	42	47
chr19_10332945_10333960	51	87	69	81	62	54
chr19_10380236_10381128	52	103	77	89	62	63
chr19_10403380_10404678	58	96	75	75	63	53
chr19_10501944_10503197	44	72	66	77	39	38
chr19_10565731_10566472	28	62	60	52	35	32
chr19_10568361_10569711	77	163	138	151	115	114
chr19_10602060_10602900	30	53	48	50	29	24
chr19_10653306_10654805	101	145	130	151	121	126
chr19_10695479_10696234	34	74	71	74	42	50
chr19_10701257_10701917	19	37	24	39	17	23
chr19_10717227_10718743	148	255	200	254	182	180
chr19_10727432_10728269	48	87	79	78	72	46
chr19_10766594_10767135	15	31	28	22	19	17
chr19_10835539_10836675	43	93	68	81	57	57
chr19_10870580_10872207	79	132	102	134	110	103
chr19_10885216_10885897	18	32	23	35	18	20
chr19_10888409_10889265	27	51	50	56	26	27
chr19_10928480_10929508	40	71	46	64	61	45
chr19_10960159_10961872	87	139	110	151	98	103
chr19_11090242_11090984	29	43	35	32	38	31
chr19_11137711_11138137	19	42	26	36	19	23
chr19_11155543_11156287	45	74	81	82	66	62
chr19_11197417_11198101	28	42	29	34	25	24
chr19_11293824_11294099	11	16	15	15	10	10
chr19_11339421_11340034	10	22	30	16	15	15
chr19_11345999_11346891	52	89	93	92	73	60
chr19_11355222_11355717	20	25	26	29	18	16
chr19_11373585_11374064	25	33	24	20	18	19
chr19_11374132_11375434	96	172	141	175	114	101
chr19_11380722_11381511	47	67	34	70	40	53
chr19_11434672_11435879	98	157	147	157	124	121
chr19_11479389_11480895	48	71	54	65	50	48
chr19_11480925_11481373	20	36	29	36	21	26
chr19_11481897_11482882	48	71	55	75	55	66
chr19_11504804_11506546	74	106	108	112	79	85
chr19_11528787_11529551	31	56	52	54	45	43
chr19_11558966_11559704	40	52	44	51	34	36
chr19_11597222_11597974	38	70	58	75	51	41
chr19_11639493_11640102	19	37	30	31	30	33
chr19_11694618_11695206	23	39	34	47	29	23
chr19_11738409_11739430	35	80	64	76	59	56
chr19_11766702_11767526	41	48	58	59	38	46
chr19_11798320_11798994	27	44	51	45	30	33
chr19_11813832_11814552	34	56	42	59	49	34
chr19_11848374_11849105	19	36	34	44	28	31
chr19_11887470_11888335	20	50	31	36	28	24
chr19_11924672_11925662	40	71	47	61	39	32
chr19_11964709_11965532	21	57	34	49	42	34
chr19_11987388_11988126	16	46	36	48	29	24
chr19_12035165_12036164	35	65	54	54	37	43
chr19_12052481_12053340	31	58	53	64	35	36
chr19_12064506_12065026	18	32	20	35	22	23
chr19_12139893_12140564	22	50	36	52	34	27
chr19_12156153_12156971	32	53	40	48	36	30
chr19_12162803_12163364	29	50	50	44	30	24
chr19_12194815_12195243	16	32	17	25	17	13
chr19_12294487_12295132	26	52	33	57	34	38
chr19_12333151_12334125	52	76	90	71	63	54
chr19_12365151_12366125	48	86	82	80	56	53
chr19_12400588_12401509	47	74	62	56	43	43
chr19_12440567_12441479	40	91	85	84	52	58
chr19_12484150_12485199	29	65	55	89	44	39
chr19_12495211_12495728	23	48	28	48	22	25
chr19_12550984_12552159	46	96	73	92	63	59
chr19_12610553_12611603	35	75	56	65	44	54
chr19_12666438_12667095	15	36	35	32	24	26
chr19_12681116_12682221	36	71	55	60	40	46
chr19_12696437_12696783	16	23	25	26	17	16
chr19_12722156_12723113	31	65	43	62	41	45
chr19_12734132_12735071	31	47	50	61	34	34
chr19_12736695_12737743	59	95	92	94	78	70
chr19_12766044_12766508	10	39	21	20	16	14
chr19_12775534_12775832	9	20	26	19	15	22
chr19_12789649_12790628	22	64	43	51	30	44
chr19_12791209_12792962	33	103	66	112	65	68
chr19_12793166_12794345	50	81	48	88	47	63
chr19_12801408_12802329	28	53	45	45	21	20
chr19_12806365_12806905	24	43	27	41	24	20
chr19_12838144_12838881	26	34	24	37	25	18
chr19_12880844_12881732	24	46	33	49	25	24
chr19_12890706_12891456	56	102	76	94	55	63
chr19_12912629_12913799	58	123	95	121	74	49
chr19_12933410_12933934	17	35	20	33	17	21
chr19_12937847_12939120	73	139	109	134	92	75
chr19_12945251_12946103	34	54	50	54	32	40
chr19_12983486_12983858	12	21	19	15	13	14
chr19_13001367_13003182	77	130	103	164	100	119
chr19_13022363_13023540	41	63	54	63	46	50
chr19_13061290_13061703	13	24	18	20	22	19
chr19_13068479_13068814	13	19	12	17	11	13
chr19_13071990_13072554	10	30	31	25	18	21
chr19_13091482_13092130	29	56	46	47	31	27
chr19_13093596_13094574	28	59	44	52	37	40
chr19_13116653_13117031	16	17	18	17	9	14
chr19_13118026_13118632	23	36	42	45	24	17
chr19_13149713_13150717	31	56	51	53	39	35
chr19_13151512_13152585	47	81	64	86	59	43
chr19_13152609_13154343	43	96	74	97	42	63
chr19_13459378_13459731	9	16	12	17	22	16
chr19_13731446_13731883	19	37	25	37	23	20
chr19_13747452_13748190	38	78	60	73	46	41
chr19_13774255_13774565	17	27	21	30	22	14
chr19_13794881_13795847	49	120	93	106	62	75
chr19_13880081_13880447	10	16	18	21	13	11
chr19_13905915_13906386	16	32	31	34	27	28
chr19_13951842_13952766	82	118	104	121	84	94
chr19_14005710_14007197	104	168	152	139	113	126
chr19_14073304_14074051	26	44	41	61	30	24
chr19_14081206_14081938	49	79	73	77	51	52
chr19_14089629_14090344	19	42	33	35	22	21
chr19_14090420_14091829	38	86	88	82	59	58
chr19_14117145_14118717	96	155	154	158	103	101
chr19_14136191_14137876	139	231	186	227	153	157
chr19_14205790_14207709	81	137	87	152	101	96
chr19_14248638_14249140	15	31	31	28	16	20
chr19_14418842_14419676	43	78	77	81	61	58
chr19_14495870_14496615	57	82	75	85	60	68
chr19_14517040_14519078	90	151	129	161	98	107
chr19_14528963_14530118	82	148	116	149	109	117
chr19_14545211_14545863	28	38	25	41	32	23
chr19_14571680_14572301	29	49	34	30	23	20
chr19_14689607_14690333	33	60	28	53	26	40
chr19_14979392_14980196	15	29	23	41	22	23
chr19_15123711_15124242	20	27	21	32	24	16
chr19_15125308_15126100	29	40	40	43	19	35
chr19_15177374_15177977	18	26	28	31	24	22
chr19_15223182_15224283	55	99	66	92	71	64
chr19_15265824_15266311	23	33	29	33	29	25
chr19_15280903_15281661	29	54	41	26	35	21
chr19_15288463_15288936	16	28	24	23	18	19
chr19_15331888_15333061	40	55	44	50	30	29
chr19_15378785_15380645	101	172	155	196	128	110
chr19_15418254_15419569	84	144	129	167	109	89
chr19_15421566_15422094	20	37	25	22	18	23
chr19_15432626_15433122	15	32	26	30	20	17
chr19_15449699_15450221	10	25	19	20	15	16
chr19_15779666_15780626	38	66	67	61	36	48
chr19_15836326_15837549	62	127	93	96	73	64
chr19_16076170_16077107	26	48	35	34	20	31
chr19_16111138_16112143	91	156	102	152	105	99
chr19_16185099_16185615	27	50	57	51	40	37
chr19_16197571_16198531	42	75	65	74	48	51
chr19_16273025_16273419	15	27	17	24	18	17
chr19_16324270_16324961	15	46	33	35	21	18
